Transaction ID,Customer Name,Customer Email,Product Name,Quantity Sold,Sale Amount,Sale Date,
948,Clement Leavy,cleavyqb@weebly.com,Pasta - Penne,4,,6/30/2023,
949,Susana Corsan,scorsanqc@blogs.com,Chicken - Breast,10,284,6/10/2024,
950,,djansaqd@skype.com,Fish - Tuna,1,133,12/21/2023,
951,Stepha Gjerde,sgjerdeqe@rambler.ru,Cheese - Cheddar,10,245,10/10/2024,
952,Page McCleod,pmccleodqf@fc2.com,Cereal - Chocolate,5,86,10/26/2024,
953,Ada Cleeve,acleeveqg@clickbank.net,Yogurt - Strawberry,,39,9/2/2023,
954,,rboltonqh@lulu.com,Juice - Apple,8,181,8/22/2024,
955,Darsie Korneluk,,Milk - 2L,8,58,5/22/2023,
956,Huntington Fitter,,Chicken - Thigh,3,,3/22/2024,
957,Rory Shorthill,rshorthillqk@bizjournals.com,Milk - 2L,10,296,10/11/2023,
958,Caryl Storks,cstorksql@about.com,Butter - Unsalted,7,53,7/28/2023,
959,Marie-jeanne Rigney,mrigneyqm@digg.com,Cheese - Mozzarella,5,236,7/24/2024,
960,Dorita Sinkings,dsinkingsqn@ovh.net,Potatoes - 1kg,,204,7/1/2023,
961,Rogers Arghent,rarghentqo@miibeian.gov.cn,Ice Cream - Chocolate,10,245,12/18/2024,
962,Madelena Huffy,mhuffyqp@phoca.cz,Milk - 2L,4,,4/28/2024,
963,Chrissie Milesop,cmilesopqq@mashable.com,Chicken - Thigh,6,48,7/2/2023,
964,Everett Kingswold,ekingswoldqr@patch.com,Juice - Orange,,34,9/15/2023,
965,Murielle Ison,misonqs@salon.com,Apples - Red,10,,2/18/2024,
966,Elicia Heineken,eheinekenqt@multiply.com,Apples - Red,8,169,7/7/2024,
967,Bird Gillise,bgillisequ@cocolog-nifty.com,Soft Drink - Lemon,3,41,6/16/2024,
968,Wylma Clere,wclereqv@biglobe.ne.jp,Onions - 1kg,6,24,6/8/2024,
969,Kelila Bearcroft,,Pasta - Spaghetti,10,46,9/7/2023,
970,Teodor Genty,tgentyqx@gnu.org,Yogurt - Strawberry,9,28,6/1/2023,
971,Dominga O'Connolly,doconnollyqy@theguardian.com,Milk - 2L,,31,12/3/2024,
972,Julianna Aynscombe,,Beef - Ground,10,140,1/5/2025,
973,Dyane Mulcaster,,Yogurt - Strawberry,1,57,7/20/2023,
974,Teresa Harrow,tharrowr1@foxnews.com,Juice - Apple,10,33,8/18/2023,
975,,tclemotr2@nymag.com,Cereal - Cornflakes,7,80,10/25/2023,
976,Alvira Baudou,abaudour3@flavors.me,Chicken - Thigh,5,14,6/16/2024,
977,Jacenta Petofi,jpetofir4@slate.com,Ice Cream - Vanilla,6,39,2/19/2024,
978,Isabel Carlisso,icarlissor5@craigslist.org,Bananas,2,63,7/5/2023,
979,Pietra Grayer,pgrayerr6@nationalgeographic.com,Yogurt - Plain,4,237,6/4/2023,
980,,fgillisonr7@about.com,Yogurt - Strawberry,,,3/1/2024,
981,Dix Vauter,dvauterr8@wunderground.com,Onions - 1kg,4,222,11/3/2023,
982,Kinna Keppy,kkeppyr9@toplist.cz,Fish - Tuna,1,,6/10/2024,
983,Nancie Vanderplas,nvanderplasra@paginegialle.it,Fish - Salmon,5,,7/21/2024,
984,Allister Broddle,abroddlerb@technorati.com,Soft Drink - Cola,,133,9/29/2024,
985,Nathanil Leathers,nleathersrc@163.com,Chips - Salte,9,136,8/8/2024,
986,Glen Lorent,glorentrd@rambler.ru,Potatoes - 1kg,9,38,10/19/2023,
987,Neal Rothera,nrotherare@imgur.com,Pottoes - 1kg,,128,8/10/2024,
988,,ttoolinrf@google.nl,Yogurt - Strawberry,1,263,9/23/2024,
989,Maribelle Gurley,mgurleyrg@symantec.com,Potatoes - 1kg,,,10/23/2023,
990,Rudiger Venner,rvennerrh@w3.org,Apples - Green,7,256,9/18/2023,
991,Dorisa Padilla,dpadillari@elpais.com,Pasta - Spaghetti,3,188,1/4/2024,
992,,tmorfellrj@github.io,Chicken - Thigh,,182,6/7/2024,
993,Eveleen Dafydd,edafyddrk@yolasite.com,Ceral - Cornflakes,4,189,12/6/2023,
994,Brynn Smalles,bsmallesrl@businessweek.com,Cereal - Cornflakes,7,198,3/30/2024,
995,Olia Dowall,odowallrm@ucsd.edu,Milk - 1L,3,156,9/20/2023,
996,Dulcia Dellenty,,Buter - Unsalted,4,268,3/26/2024,
997,Concordia Mostyn,cmostynro@slate.com,Chips - Salted,,166,5/4/2024,
998,Jayme Meeland,jmeelandrp@facebook.com,Chips - Salted,1,268,6/21/2023,
999,Rhett Liversley,rliversleyrq@w3.org,Eggs - 6 Pack,1,200,9/8/2024,
1000,Polly Scrimshire,pscrimshirerr@house.gov,Chicken - Thigh,8,248,5/30/2023,
777,micheal Sammy,micheal67@gmail.com,Eggs - 6 Pack,3,210,5/30/2023,
101,dainel owen ,danny12@yahoo.com,Milk - 1L,1,50,5/4/2023,
204,george will ,georgewill123@gmail.com,Milk - 2L,1,50,7/12/2023,
